country,date_month_string,monthly_vaccinations_per_country,monthly_vaccinations_per_million_per_country,date_month_number,monthly_vaccinations_globally
Maldives,2021-07,80230,147586,8,1060429251
Maldives,2021-08,98791,181730,9,1201442306
Maldives,2021-09,45081,82927,10,969014866
Maldives,2021-10,21899,40284,11,805830936
Maldives,2021-11,6654,12240,12,582593278
Mali,2021-03,214,10,4,340529467
Mali,2021-04,54631,2618,5,533501731
Mali,2021-05,63213,3034,6,792994644
Mali,2021-06,65805,3158,7,1136984197
Mali,2021-07,21376,1026,8,1060429251
Mali,2021-08,95319,4573,9,1201442306
Mali,2021-09,106402,5102,10,969014866
Mali,2021-10,182236,8736,11,805830936
Mali,2021-11,2952,141,12,582593278
Malta,2021-01,16641,32243,2,93138028
Malta,2021-02,48842,94636,3,170467452
Malta,2021-03,108045,209350,4,340529467
Malta,2021-04,141529,274227,5,533501731
Malta,2021-05,184349,357197,6,792994644
Malta,2021-06,149751,290158,7,1136984197
Malta,2021-07,95355,184758,8,1060429251
Malta,2021-08,42976,83269,9,1201442306
Malta,2021-09,23811,46134,10,969014866
Malta,2021-10,56018,108545,11,805830936
Malta,2021-11,39763,77044,12,582593278
Mauritania,2021-03,1140,240,4,340529467
Mauritania,2021-04,10282,2152,5,533501731
Mauritania,2021-05,21691,4543,6,792994644
Mauritania,2021-06,120637,25264,7,1136984197
Mauritania,2021-07,42107,8817,8,1060429251
Mauritania,2021-08,65502,13716,9,1201442306
Mauritania,2021-09,811101,169863,10,969014866
Mauritania,2021-10,456270,95556,11,805830936
Mauritania,2021-11,177501,37173,12,582593278
Mauritius,2021-01,180,144,2,93138028
Mauritius,2021-02,29690,23314,3,170467452
Mauritius,2021-03,95969,75365,4,340529467
Mauritius,2021-04,63270,49680,5,533501731
Mauritius,2021-05,183346,143976,6,792994644
Mauritius,2021-06,367022,288215,7,1136984197
Mauritius,2021-07,434491,341198,8,1060429251
Mauritius,2021-08,351973,276400,9,1201442306
Mauritius,2021-09,121608,95497,10,969014866
Mauritius,2021-10,100796,79155,11,805830936
Mauritius,2021-11,33535,26334,12,582593278
Mexico,2020-12,16059,123,1,8698776
Mexico,2021-01,645529,4958,2,93138028
Mexico,2021-02,1430932,10986,3,170467452
Mexico,2021-03,4849879,37229,4,340529467
Mexico,2021-04,10170784,78080,5,533501731
Mexico,2021-05,11890418,91281,6,792994644
Mexico,2021-06,15173302,116483,7,1136984197
Mexico,2021-07,19175029,147204,8,1060429251
Mexico,2021-08,20355421,156264,9,1201442306
Mexico,2021-09,15909914,122135,10,969014866
Mexico,2021-10,20419186,156754,11,805830936
Mexico,2021-11,10120576,77694,12,582593278
Moldova,2021-03,32552,8090,4,340529467
Moldova,2021-04,98643,24512,5,533501731
Moldova,2021-05,256141,63652,6,792994644
Moldova,2021-06,304633,75703,7,1136984197
Moldova,2021-07,310128,77070,8,1060429251
Moldova,2021-08,216651,53838,9,1201442306
Moldova,2021-09,168621,41901,10,969014866
Moldova,2021-10,118031,29333,11,805830936
Moldova,2021-11,71985,17888,12,582593278
Monaco,2020-12,126,3188,1,8698776
Monaco,2021-01,5586,141340,2,93138028
Monaco,2021-02,8232,208292,3,170467452
Monaco,2021-03,6093,154175,4,340529467
Monaco,2021-04,5263,133173,5,533501731
Monaco,2021-05,5418,137097,6,792994644
Monaco,2021-06,6831,172845,7,1136984197
Monaco,2021-07,5101,129075,8,1060429251
Monaco,2021-08,5844,147875,9,1201442306
Monaco,2021-09,1578,39930,10,969014866
Mongolia,2021-02,6991,2098,3,170467452
Mongolia,2021-03,275790,82838,4,340529467
Mongolia,2021-04,728047,218682,5,533501731
Mongolia,2021-05,1952796,586554,6,792994644
Mongolia,2021-06,742943,223153,7,1136984197
Mongolia,2021-07,418427,125681,8,1060429251
Mongolia,2021-08,197771,59405,9,1201442306
Mongolia,2021-09,58896,17690,10,969014866
Mongolia,2021-10,15861,4763,11,805830936
Mongolia,2021-11,9531,2864,12,582593278
Montenegro,2021-02,1701,2708,3,170467452
Montenegro,2021-03,16923,26945,4,340529467
Montenegro,2021-04,42394,67499,5,533501731
Montenegro,2021-05,130451,207706,6,792994644
Montenegro,2021-06,94756,150874,7,1136984197
Montenegro,2021-07,37417,59577,8,1060429251
Montenegro,2021-08,65524,104330,9,1201442306
Montenegro,2021-09,60094,95683,10,969014866
Montenegro,2021-10,49344,78569,11,805830936
Montenegro,2021-11,19528,31092,12,582593278
Montserrat,2021-02,809,162420,3,170467452
Montserrat,2021-03,810,162615,4,340529467
Montserrat,2021-04,520,104391,5,533501731
Montserrat,2021-05,496,99578,6,792994644
Montserrat,2021-06,126,25295,7,1136984197
Montserrat,2021-07,132,26504,8,1060429251
Montserrat,2021-08,56,11244,9,1201442306
Montserrat,2021-09,39,7836,10,969014866
Montserrat,2021-10,53,10644,11,805830936
Montserrat,2021-11,12,2412,12,582593278
Morocco,2021-01,132000,3535,2,93138028
Morocco,2021-02,3165883,84773,3,170467452
Morocco,2021-03,4533463,121396,4,340529467
Morocco,2021-04,1409464,37744,5,533501731
Morocco,2021-05,4551922,121886,6,792994644
Morocco,2021-06,5116279,137000,7,1136984197
Morocco,2021-07,4056528,108623,8,1060429251
Morocco,2021-08,9852683,263829,9,1201442306
Morocco,2021-09,8125953,217594,10,969014866
Morocco,2021-10,6477467,173450,11,805830936
Morocco,2021-11,1142561,30594,12,582593278
Mozambique,2021-03,110396,3435,4,340529467
Mozambique,2021-04,179220,5580,5,533501731
Mozambique,2021-05,127648,3972,6,792994644
Mozambique,2021-06,63388,1973,7,1136984197
Mozambique,2021-07,238595,7413,8,1060429251
Mozambique,2021-08,1624987,50526,9,1201442306
Mozambique,2021-09,1341110,41695,10,969014866
Mozambique,2021-10,1310317,40738,11,805830936
Mozambique,2021-11,3381897,105149,12,582593278
Myanmar,2021-01,122233,2230,2,93138028
Myanmar,2021-02,567079,10347,3,170467452
Myanmar,2021-03,378882,6913,4,340529467
Myanmar,2021-04,1067118,19472,5,533501731
Myanmar,2021-05,1167799,21310,6,792994644
Myanmar,2021-06,241442,4414,7,1136984197
Myanmar,2021-07,1478138,26967,8,1060429251
Myanmar,2021-08,1939434,35386,9,1201442306
Myanmar,2021-09,4389694,80103,10,969014866
Myanmar,2021-10,8183346,149316,11,805830936
Myanmar,2021-11,3883132,70853,12,582593278
Namibia,2021-03,895,350,4,340529467
Namibia,2021-04,16430,6352,5,533501731
Namibia,2021-05,57368,22172,6,792994644
Namibia,2021-06,66624,25748,7,1136984197
Namibia,2021-07,62955,24335,8,1060429251
Namibia,2021-08,111158,42963,9,1201442306
Namibia,2021-09,105574,40804,10,969014866
Namibia,2021-10,151671,58621,11,805830936
Namibia,2021-11,51588,19937,12,582593278
Nauru,2021-04,2706,248875,5,533501731
Nauru,2021-05,5040,463533,6,792994644
Nauru,2021-06,1421,130691,7,1136984197
Nauru,2021-07,5936,545937,8,1060429251
Nauru,2021-08,80,7360,9,1201442306
Nepal,2021-01,94310,3180,2,93138028
Nepal,2021-02,586343,19755,3,170467452
Nepal,2021-03,1028880,34672,4,340529467
Nepal,2021-04,414210,13960,5,533501731
Nepal,2021-05,704802,23753,6,792994644
Nepal,2021-06,561939,18939,7,1136984197
Nepal,2021-07,1794727,60481,8,1060429251
Nepal,2021-08,4194541,141352,9,1201442306
Nepal,2021-09,3653337,123110,10,969014866
Nepal,2021-10,2570754,86630,11,805830936
Nepal,2021-11,867829,29244,12,582593278
Netherlands,2021-01,280861,16353,2,93138028
Netherlands,2021-02,968693,56409,3,170467452
Netherlands,2021-03,1267844,73831,4,340529467
Netherlands,2021-04,2754469,160395,5,533501731
Netherlands,2021-05,4042087,235372,6,792994644
Netherlands,2021-06,6037090,351544,7,1136984197
Netherlands,2021-07,5137403,299156,8,1060429251
Netherlands,2021-08,2409878,140329,9,1201442306
Netherlands,2021-09,660799,38480,10,969014866
Netherlands,2021-10,462519,26931,11,805830936
Netherlands,2021-11,327563,19075,12,582593278
New Caledonia,2021-02,4321,14989,3,170467452
New Caledonia,2021-03,21926,76076,4,340529467
New Caledonia,2021-04,33609,116608,5,533501731
New Caledonia,2021-05,28423,98617,6,792994644
New Caledonia,2021-06,20389,70743,7,1136984197
New Caledonia,2021-07,17040,59120,8,1060429251
New Caledonia,2021-08,22690,78727,9,1201442306
New Caledonia,2021-09,72668,252130,10,969014866
New Caledonia,2021-10,106553,369695,11,805830936
New Caledonia,2021-11,13078,45375,12,582593278
New Zealand,2021-02,3575,699,3,170467452
New Zealand,2021-03,55952,10922,4,340529467
New Zealand,2021-04,184561,36030,5,533501731
New Zealand,2021-05,369584,72148,6,792994644
New Zealand,2021-06,507755,99121,7,1136984197
New Zealand,2021-07,683696,133467,8,1060429251
New Zealand,2021-08,1478317,288586,9,1201442306
New Zealand,2021-09,1816364,354578,10,969014866
New Zealand,2021-10,1662272,324499,11,805830936
New Zealand,2021-11,515125,100558,12,582593278
Nicaragua,2021-03,42030,6270,4,340529467
Nicaragua,2021-04,104529,15596,5,533501731
Nicaragua,2021-05,56185,8378,6,792994644
Nicaragua,2021-06,132930,19830,7,1136984197
Nicaragua,2021-07,145870,21763,8,1060429251
Nicaragua,2021-08,171324,25565,9,1201442306
Nicaragua,2021-09,165690,24721,10,969014866
Nicaragua,2021-10,650156,97006,11,805830936
Nicaragua,2021-11,131500,19620,12,582593278
Niger,2021-03,204,9,4,340529467
Niger,2021-04,30460,1218,5,533501731
Niger,2021-05,131928,5252,6,792994644
Niger,2021-06,104281,4151,7,1136984197
Niger,2021-07,114483,4557,8,1060429251
Niger,2021-08,113007,4498,9,1201442306
Niger,2021-09,34572,1379,10,969014866
Niger,2021-10,369360,14697,11,805830936
Niger,2021-11,53791,2141,12,582593278
Nigeria,2021-03,523708,2473,4,340529467
Nigeria,2021-04,664445,3145,5,533501731
Nigeria,2021-05,797862,3774,6,792994644
Nigeria,2021-06,1335743,6315,7,1136984197
Nigeria,2021-07,635397,3009,8,1060429251
Nigeria,2021-08,289166,1376,9,1201442306
Nigeria,2021-09,2372545,11221,10,969014866
Nigeria,2021-10,1988513,9404,11,805830936
Nigeria,2021-11,547455,2588,12,582593278
Niue,2021-06,781,483888,7,1136984197
Niue,2021-07,1619,1003092,8,1060429251
Niue,2021-08,84,52044,9,1201442306
North Macedonia,2021-02,2268,1092,3,170467452
North Macedonia,2021-03,5537,2665,4,340529467
North Macedonia,2021-04,48451,23265,5,533501731
North Macedonia,2021-05,234626,112656,6,792994644
North Macedonia,2021-06,227574,109270,7,1136984197
North Macedonia,2021-07,351255,168658,8,1060429251
North Macedonia,2021-08,358926,172340,9,1201442306
North Macedonia,2021-09,274191,131651,10,969014866
North Macedonia,2021-10,96831,46494,11,805830936
North Macedonia,2021-11,57805,27757,12,582593278
Northern Cyprus,2021-01,22423,58668,2,93138028
Northern Cyprus,2021-02,39284,102788,3,170467452
Northern Cyprus,2021-03,40334,105535,4,340529467
Northern Cyprus,2021-04,13757,35996,5,533501731
Northern Cyprus,2021-05,19498,51009,6,792994644
Northern Cyprus,2021-06,62591,163756,7,1136984197
Northern Cyprus,2021-07,68292,178656,8,1060429251
Northern Cyprus,2021-08,98010,256414,9,1201442306
Northern Cyprus,2021-09,131156,343139,10,969014866
Northern Cyprus,2021-10,58384,152742,11,805830936
Northern Cyprus,2021-11,19751,51673,12,582593278
Northern Ireland,2021-01,150315,79282,2,93138028
Northern Ireland,2021-02,317074,167232,3,170467452
Northern Ireland,2021-03,328989,173516,4,340529467
Northern Ireland,2021-04,438662,231358,5,533501731
Northern Ireland,2021-05,392255,206887,6,792994644
Northern Ireland,2021-06,319140,168319,7,1136984197
Northern Ireland,2021-07,224485,118401,8,1060429251
Northern Ireland,2021-08,203779,107479,9,1201442306
Northern Ireland,2021-09,77941,41107,10,969014866
Northern Ireland,2021-10,129525,68316,11,805830936
Northern Ireland,2021-11,205134,108194,12,582593278
Norway,2020-12,1070,197,1,8698776
Norway,2021-01,113898,20841,2,93138028
Norway,2021-02,359354,65748,3,170467452
Norway,2021-03,460185,84199,4,340529467
Norway,2021-04,716978,131177,5,533501731
Norway,2021-05,993485,181770,6,792994644
Norway,2021-06,1434383,262437,7,1136984197
Norway,2021-07,1233231,225635,8,1060429251
Norway,2021-08,1539029,281583,9,1201442306
Norway,2021-09,934300,170941,10,969014866
Norway,2021-10,158392,28981,11,805830936
Norway,2021-11,55162,10092,12,582593278
Oman,2020-12,4909,939,1,8698776
Oman,2021-01,34749,6653,2,93138028
Oman,2021-02,34721,6653,3,170467452
Oman,2021-03,67777,12972,4,340529467
Oman,2021-04,117510,22494,5,533501731
Oman,2021-05,165931,31761,6,792994644
Oman,2021-06,659843,126327,7,1136984197
Oman,2021-07,958671,183533,8,1060429251
Oman,2021-08,1603860,307055,9,1201442306
Oman,2021-09,1256547,240564,10,969014866
Oman,2021-10,820268,157040,11,805830936
Oman,2021-11,75528,14463,12,582593278
Pakistan,2021-02,135884,603,3,170467452
Pakistan,2021-03,594925,2652,4,340529467
Pakistan,2021-04,1365208,6064,5,533501731
Pakistan,2021-05,4279229,19004,6,792994644
Pakistan,2021-06,8555401,37992,7,1136984197
Pakistan,2021-07,12012616,53343,8,1060429251
Pakistan,2021-08,25895985,114992,9,1201442306
Pakistan,2021-09,27038270,120064,10,969014866
Pakistan,2021-10,23574591,104684,11,805830936
Pakistan,2021-11,16212607,71992,12,582593278
Palestine,2021-03,5124,981,4,340529467
Palestine,2021-04,207017,39639,5,533501731
Palestine,2021-05,234578,44914,6,792994644
Palestine,2021-06,319869,61243,7,1136984197
Palestine,2021-07,160930,30813,8,1060429251
Palestine,2021-08,286853,54926,9,1201442306
Palestine,2021-09,799899,153158,10,969014866
Palestine,2021-10,714498,136810,11,805830936
Palestine,2021-11,116438,22296,12,582593278
Panama,2021-01,13293,3034,2,93138028
Panama,2021-02,82305,18783,3,170467452
Panama,2021-03,262472,59901,4,340529467
Panama,2021-04,286776,65450,5,533501731
Panama,2021-05,379368,86583,6,792994644
Panama,2021-06,488512,111490,7,1136984197
Panama,2021-07,894966,204258,8,1060429251
Panama,2021-08,1860533,424624,9,1201442306
Panama,2021-09,867695,198032,10,969014866
Panama,2021-10,303837,69342,11,805830936
Panama,2021-11,98258,22427,12,582593278
Papua New Guinea,2021-03,14,2,4,340529467
Papua New Guinea,2021-04,1664,190,5,533501731
Papua New Guinea,2021-05,20623,2259,6,792994644
Papua New Guinea,2021-06,25852,2835,7,1136984197
Papua New Guinea,2021-07,38459,4221,8,1060429251
Papua New Guinea,2021-08,37892,4153,9,1201442306
Papua New Guinea,2021-09,41366,4532,10,969014866
Papua New Guinea,2021-10,135434,14852,11,805830936
Papua New Guinea,2021-11,25102,2751,12,582593278
Paraguay,2021-02,1947,270,3,170467452
Paraguay,2021-03,38638,5349,4,340529467
Paraguay,2021-04,74133,10267,5,533501731
Paraguay,2021-05,290497,40238,6,792994644
Paraguay,2021-06,482737,66864,7,1136984197
Paraguay,2021-07,1639995,227160,8,1060429251
Paraguay,2021-08,1474817,204280,9,1201442306
Paraguay,2021-09,539202,74686,10,969014866
Paraguay,2021-10,724888,100405,11,805830936
Paraguay,2021-11,580562,80413,12,582593278
Peru,2021-02,329884,9888,3,170467452
Peru,2021-03,701719,21033,4,340529467
Peru,2021-04,663538,19887,5,533501731
Peru,2021-05,2356250,70634,6,792994644
Peru,2021-06,3404391,102049,7,1136984197
Peru,2021-07,5609022,168139,8,1060429251
Peru,2021-08,5490730,164593,9,1201442306
Peru,2021-09,8326377,249595,10,969014866
Peru,2021-10,7753529,232425,11,805830936
Peru,2021-11,3545297,106277,12,582593278
Philippines,2021-03,684178,6162,4,340529467
Philippines,2021-04,1141689,10281,5,533501731
Philippines,2021-05,3112436,28028,6,792994644
Philippines,2021-06,5002594,45048,7,1136984197
Philippines,2021-07,8554512,77033,8,1060429251
Philippines,2021-08,14144599,127376,9,1201442306
Philippines,2021-09,11766689,105960,10,969014866
Philippines,2021-10,13539040,121922,11,805830936
Philippines,2021-11,12943110,116556,12,582593278
Pitcairn,2021-06,5,106385,7,1136984197
Pitcairn,2021-07,31,659587,8,1060429251
Pitcairn,2021-08,7,148939,9,1201442306
Pitcairn,2021-09,0,0,10,969014866
Poland,2020-12,36650,970,1,8698776
Poland,2021-01,1032456,27315,2,93138028
Poland,2021-02,2057431,54436,3,170467452
Poland,2021-03,2813739,74445,4,340529467
Poland,2021-04,4956900,131146,5,533501731
Poland,2021-05,8516819,225333,6,792994644
Poland,2021-06,9066817,239884,7,1136984197
Poland,2021-07,5642455,149285,8,1060429251
Poland,2021-08,2058398,54462,9,1201442306
Poland,2021-09,1031028,27278,10,969014866
Poland,2021-10,1739898,46036,11,805830936
Poland,2021-11,1300164,34396,12,582593278
Portugal,2020-12,25966,2553,1,8698776
Portugal,2021-01,296204,29130,2,93138028
Portugal,2021-02,511567,50312,3,170467452
Portugal,2021-03,858315,84409,4,340529467
Portugal,2021-04,1486719,146218,5,533501731
Portugal,2021-05,2411384,237160,6,792994644
Portugal,2021-06,2757240,271171,7,1136984197
Portugal,2021-07,3622229,356243,8,1060429251
Portugal,2021-08,2654234,261039,9,1201442306
Portugal,2021-09,1364429,134190,10,969014866
Portugal,2021-10,261109,25678,11,805830936
Portugal,2021-11,59061,5809,12,582593278
Qatar,2020-12,12159,4149,1,8698776
Qatar,2021-01,44398,15149,2,93138028
Qatar,2021-02,164489,56138,3,170467452
Qatar,2021-03,528007,180179,4,340529467
Qatar,2021-04,726809,248011,5,533501731
Qatar,2021-05,990611,338033,6,792994644
Qatar,2021-06,584039,199295,7,1136984197
Qatar,2021-07,681693,232618,8,1060429251
Qatar,2021-08,655207,223582,9,1201442306
Qatar,2021-09,316496,108001,10,969014866
Qatar,2021-10,125919,42967,11,805830936
Qatar,2021-11,69350,23667,12,582593278
Romania,2020-12,5905,309,1,8698776
Romania,2021-01,598078,31267,2,93138028
Romania,2021-02,879687,45993,3,170467452
Romania,2021-03,1434068,74976,4,340529467
Romania,2021-04,2083075,108905,5,533501731
Romania,2021-05,2668613,139514,6,792994644
Romania,2021-06,1225090,64045,7,1136984197
Romania,2021-07,468958,24517,8,1060429251
Romania,2021-08,380631,19899,9,1201442306
Romania,2021-09,362617,18957,10,969014866
Romania,2021-10,2270661,118712,11,805830936
Romania,2021-11,1601303,83716,12,582593278
Russia,2020-12,441571,3026,1,8698776
Russia,2021-01,1868071,12805,2,93138028
Russia,2021-02,2479064,16996,3,170467452
Russia,2021-03,5868032,40218,4,340529467
Russia,2021-04,8111630,55592,5,533501731
Russia,2021-05,9185739,62955,6,792994644
Russia,2021-06,10490530,71898,7,1136984197
Russia,2021-07,20973980,143744,8,1060429251
Russia,2021-08,19859200,136108,9,1201442306
Russia,2021-09,10301046,70598,10,969014866
Russia,2021-10,13182991,90343,11,805830936
Russia,2021-11,13757003,94282,12,582593278
Rwanda,2021-02,54210,4082,3,170467452
Rwanda,2021-03,307300,23146,4,340529467
Rwanda,2021-04,839,67,5,533501731
Rwanda,2021-05,173342,13064,6,792994644
Rwanda,2021-06,101166,7619,7,1136984197
Rwanda,2021-07,255143,19215,8,1060429251
Rwanda,2021-08,1155019,86992,9,1201442306
Rwanda,2021-09,1684502,126879,10,969014866
Rwanda,2021-10,1986230,149605,11,805830936
Rwanda,2021-11,1904586,143454,12,582593278
Saint Helena,2021-02,1875,307625,3,170467452
Saint Helena,2021-03,2879,472350,4,340529467
Saint Helena,2021-04,2479,406730,5,533501731
Saint Helena,2021-05,485,79575,6,792994644
Saint Kitts and Nevis,2021-02,1884,35184,3,170467452
Saint Kitts and Nevis,2021-03,7776,145218,4,340529467
Saint Kitts and Nevis,2021-04,3696,69029,5,533501731
Saint Kitts and Nevis,2021-05,13289,248176,6,792994644
Saint Kitts and Nevis,2021-06,14292,266910,7,1136984197
Saint Kitts and Nevis,2021-07,3440,64245,8,1060429251
Saint Kitts and Nevis,2021-08,2152,40190,9,1201442306
Saint Kitts and Nevis,2021-09,1914,35742,10,969014866
Saint Kitts and Nevis,2021-10,2659,49658,11,805830936
Saint Kitts and Nevis,2021-11,1024,19125,12,582593278
Saint Lucia,2021-02,1572,8520,3,170467452
Saint Lucia,2021-03,20433,110806,4,340529467
Saint Lucia,2021-04,2467,13377,5,533501731
Saint Lucia,2021-05,22178,120273,6,792994644
Saint Lucia,2021-06,6061,32867,7,1136984197
Saint Lucia,2021-07,4068,22060,8,1060429251
Saint Lucia,2021-08,7635,41406,9,1201442306
Saint Lucia,2021-09,12373,67097,10,969014866
Saint Lucia,2021-10,15101,81891,11,805830936
Saint Lucia,2021-11,6251,33897,12,582593278
Saint Vincent and the Grenadines,2021-03,2385,21434,4,340529467
Saint Vincent and the Grenadines,2021-04,3353,30141,5,533501731
Saint Vincent and the Grenadines,2021-05,6164,55394,6,792994644
Saint Vincent and the Grenadines,2021-06,4400,39546,7,1136984197
Saint Vincent and the Grenadines,2021-07,986,8863,8,1060429251
Saint Vincent and the Grenadines,2021-08,5328,47886,9,1201442306
Saint Vincent and the Grenadines,2021-09,2847,25586,10,969014866
Saint Vincent and the Grenadines,2021-10,9689,87076,11,805830936
Saint Vincent and the Grenadines,2021-11,6108,54893,12,582593278
Samoa,2021-05,24766,123744,6,792994644
Samoa,2021-06,22040,110121,7,1136984197
Samoa,2021-07,30894,154360,8,1060429251
Samoa,2021-08,47609,237874,9,1201442306
Samoa,2021-09,37221,185970,10,969014866
Samoa,2021-10,30156,150670,11,805830936
Samoa,2021-11,22862,114227,12,582593278
San Marino,2021-02,120,3528,3,170467452
San Marino,2021-03,11406,335370,4,340529467
San Marino,2021-04,16687,490652,5,533501731
San Marino,2021-05,14812,435516,6,792994644
San Marino,2021-06,1889,55541,7,1136984197
San Marino,2021-07,958,28170,8,1060429251
San Marino,2021-08,1102,32402,9,1201442306
San Marino,2021-09,532,15641,10,969014866
San Marino,2021-10,387,11378,11,805830936
San Marino,2021-11,152,4469,12,582593278
Sao Tome and Principe,2021-03,10268,45970,4,340529467
Sao Tome and Principe,2021-04,2690,12036,5,533501731
Sao Tome and Principe,2021-05,5088,22772,6,792994644
Sao Tome and Principe,2021-06,10908,48833,7,1136984197
Sao Tome and Principe,2021-07,16705,74784,8,1060429251
Sao Tome and Principe,2021-08,1802,8068,9,1201442306
Sao Tome and Principe,2021-09,41406,185376,10,969014866
Sao Tome and Principe,2021-10,21184,94842,11,805830936
Sao Tome and Principe,2021-11,1130,5060,12,582593278
Saudi Arabia,2021-01,329238,9318,2,93138028
Saudi Arabia,2021-02,273545,7740,3,170467452
Saudi Arabia,2021-03,3422474,96839,4,340529467
Saudi Arabia,2021-04,4558734,128995,5,533501731
Saudi Arabia,2021-05,5029785,142323,6,792994644
Saudi Arabia,2021-06,3681324,104165,7,1136984197
Saudi Arabia,2021-07,8436958,238735,8,1060429251
Saudi Arabia,2021-08,10307738,291668,9,1201442306
Saudi Arabia,2021-09,5620005,159022,10,969014866
Saudi Arabia,2021-10,3787146,107162,11,805830936
Saudi Arabia,2021-11,1348266,38151,12,582593278
Scotland,2021-01,397545,72730,2,93138028
Scotland,2021-02,1083953,198306,3,170467452
Scotland,2021-03,1141068,208753,4,340529467
Scotland,2021-04,1191350,217955,5,533501731
Scotland,2021-05,1272194,232746,6,792994644
Scotland,2021-06,1244155,227618,7,1136984197
Scotland,2021-07,696628,127446,8,1060429251
Scotland,2021-08,605843,110838,9,1201442306
Scotland,2021-09,260506,47659,10,969014866
Scotland,2021-10,862591,157808,11,805830936
Scotland,2021-11,660714,120877,12,582593278
Senegal,2021-02,21086,1227,3,170467452
Senegal,2021-03,221947,12906,4,340529467
Senegal,2021-04,169469,9853,5,533501731
Senegal,2021-05,112841,6561,6,792994644
Senegal,2021-06,149426,8690,7,1136984197
Senegal,2021-07,318528,18526,8,1060429251
Senegal,2021-08,735941,42796,9,1201442306
Senegal,2021-09,81316,4728,10,969014866
Senegal,2021-10,113265,6587,11,805830936
Serbia,2021-01,377796,54982,2,93138028
Serbia,2021-02,983400,143111,3,170467452
Serbia,2021-03,980214,142650,4,340529467
Serbia,2021-04,1016013,147860,5,533501731
Serbia,2021-05,1114546,162195,6,792994644
Serbia,2021-06,752035,109440,7,1136984197
Serbia,2021-07,281100,40908,8,1060429251
Serbia,2021-08,334747,48716,9,1201442306
Serbia,2021-09,595579,86676,10,969014866
Serbia,2021-10,618325,89984,11,805830936
Serbia,2021-11,497418,72389,12,582593278
Seychelles,2021-01,29236,295582,2,93138028
Seychelles,2021-02,47044,475627,3,170467452
Seychelles,2021-03,24501,247710,4,340529467
Seychelles,2021-04,25484,257649,5,533501731
Seychelles,2021-05,10539,106551,6,792994644
Seychelles,2021-06,3034,30674,7,1136984197
Seychelles,2021-07,3838,38808,8,1060429251
Seychelles,2021-08,3820,38622,9,1201442306
Seychelles,2021-09,6621,66938,10,969014866
Seychelles,2021-10,14662,148240,11,805830936
Seychelles,2021-11,6146,62137,12,582593278
Sierra Leone,2021-03,23110,2837,4,340529467
Sierra Leone,2021-04,38494,4728,5,533501731
Sierra Leone,2021-05,19131,2350,6,792994644
Sierra Leone,2021-06,29387,3609,7,1136984197
Sierra Leone,2021-07,43865,5394,8,1060429251
Sierra Leone,2021-08,44160,5429,9,1201442306
Sierra Leone,2021-09,39233,4818,10,969014866
Sierra Leone,2021-10,292092,35885,11,805830936
Sierra Leone,2021-11,154759,19011,12,582593278
Singapore,2021-01,132133,24231,2,93138028
Singapore,2021-02,341523,62624,3,170467452
Singapore,2021-03,820974,150540,4,340529467
Singapore,2021-04,1305663,239416,5,533501731
Singapore,2021-05,1319372,241929,6,792994644
Singapore,2021-06,1405948,257801,7,1136984197
Singapore,2021-07,2059096,377569,8,1060429251
Singapore,2021-08,1469160,269392,9,1201442306
Singapore,2021-09,485891,89096,10,969014866
Singapore,2021-10,740263,135740,11,805830936
Singapore,2021-11,8820,1618,12,582593278
Sint Maarten (Dutch part),2021-05,5201,119777,6,792994644
Sint Maarten (Dutch part),2021-06,9404,216574,7,1136984197
Sint Maarten (Dutch part),2021-07,6364,146567,8,1060429251
Sint Maarten (Dutch part),2021-08,3144,72407,9,1201442306
Sint Maarten (Dutch part),2021-09,1369,31529,10,969014866
Sint Maarten (Dutch part),2021-10,1153,26558,11,805830936
Sint Maarten (Dutch part),2021-11,430,9902,12,582593278
Slovakia,2021-01,144018,26372,2,93138028
Slovakia,2021-02,288103,52759,3,170467452
Slovakia,2021-03,504104,92315,4,340529467
Slovakia,2021-04,586792,107457,5,533501731
Slovakia,2021-05,987260,180790,6,792994644
Slovakia,2021-06,1050064,192295,7,1136984197
Slovakia,2021-07,672219,123101,8,1060429251
Slovakia,2021-08,335807,61497,9,1201442306
Slovakia,2021-09,152575,27941,10,969014866
Slovakia,2021-10,102750,18815,11,805830936
Slovakia,2021-11,72758,13324,12,582593278
Slovenia,2020-12,5615,2701,1,8698776
Slovenia,2021-01,68149,32781,2,93138028
Slovenia,2021-02,91080,43818,3,170467452
Slovenia,2021-03,184318,88672,4,340529467
Slovenia,2021-04,254916,122631,5,533501731
Slovenia,2021-05,449790,216380,6,792994644
Slovenia,2021-06,445761,214440,7,1136984197
Slovenia,2021-07,259222,124701,8,1060429251
Slovenia,2021-08,182390,87740,9,1201442306
Slovenia,2021-09,240372,115633,10,969014866
Slovenia,2021-10,119494,57482,11,805830936
Slovenia,2021-11,46968,22595,12,582593278
Solomon Islands,2021-03,1000,1424,4,340529467
Solomon Islands,2021-04,4885,6946,5,533501731
Solomon Islands,2021-05,8990,12772,6,792994644
Solomon Islands,2021-06,7200,10229,7,1136984197
Solomon Islands,2021-07,17199,24432,8,1060429251
Solomon Islands,2021-08,31039,44088,9,1201442306
Solomon Islands,2021-09,47895,68031,10,969014866
Solomon Islands,2021-10,39007,55409,11,805830936
